Age,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
57,Sales,Junior,Master,78525,7,3,1,0,0
58,IT,Executive,Master,182938,17,1,1,1,1
39,IT,Executive,Bachelor,120262,7,3,1,0,0
28,Sales,Senior,High School,43378,19,2,3,0,0
21,IT,Junior,High School,21143,4,4,3,0,0
42,IT,Junior,Master,142568,9,3,1,1,1
37,HR,Executive,PhD,92578,19,2,3,1,0
27,IT,Junior,Master,179715,13,1,2,1,1
45,Finance,Junior,Bachelor,77482,0,1,3,0,1
24,Finance,Executive,High School,166964,16,2,2,1,1
56,Operations,Junior,Master,186828,6,2,3,0,0
26,HR,Senior,Master,40591,4,2,3,0,0
51,HR,Executive,PhD,135699,11,1,3,1,0
39,Finance,Executive,Master,170298,4,4,4,1,0
59,HR,Senior,PhD,73606,12,2,2,1,1
47,HR,Senior,PhD,196283,3,3,1,1,0
30,Operations,Manager,Bachelor,81051,14,4,3,1,0
46,Sales,Senior,Master,66299,3,4,2,0,0
39,IT,Executive,Master,169485,2,4,3,0,0
59,Operations,Senior,PhD,198568,8,3,4,1,0
23,Sales,Junior,Master,55707,2,2,2,0,1
33,IT,Junior,High School,148512,18,4,2,1,1
48,Finance,Senior,Master,167221,15,3,1,1,1
40,Sales,Executive,PhD,107862,6,1,3,0,0
48,IT,Junior,PhD,97500,2,2,2,0,1
28,Operations,Senior,Bachelor,159746,3,4,3,0,0
59,IT,Executive,PhD,40773,7,4,3,0,0
21,HR,Manager,High School,72189,12,2,4,1,1
23,IT,Junior,High School,123880,12,2,2,1,1
33,Finance,Manager,High School,77868,8,3,1,1,0
48,Operations,Junior,PhD,178136,6,2,3,1,0
45,Sales,Executive,PhD,36801,11,4,2,1,1
53,IT,Manager,Master,183575,3,2,2,1,1
58,Operations,Senior,High School,34336,1,4,3,0,0
26,Finance,Executive,Bachelor,141178,12,1,1,1,1
52,Sales,Manager,PhD,156326,6,3,1,1,1
41,IT,Junior,Master,187247,18,4,2,1,1
36,Finance,Senior,PhD,31606,13,1,4,1,1
41,HR,Senior,Master,69786,17,2,1,1,1
31,Operations,Manager,PhD,115965,7,4,2,0,0
57,Operations,Senior,PhD,198952,4,3,2,0,0
56,IT,Manager,Bachelor,150933,13,4,3,0,0
55,Finance,Junior,High School,35443,0,2,4,0,1
39,Sales,Senior,PhD,54912,1,4,3,0,0
40,Sales,Junior,Bachelor,116411,8,3,2,1,0
38,Sales,Senior,PhD,33472,17,4,4,1,0
34,Sales,Junior,High School,175673,16,1,3,0,0
35,IT,Senior,High School,23232,14,1,3,1,1
51,IT,Executive,Bachelor,59436,0,2,2,0,1
21,Operations,Senior,High School,29765,6,3,2,1,1
23,Finance,Junior,Master,148922,1,3,4,0,0
36,HR,Executive,Master,108670,10,1,4,1,0
43,IT,Junior,Master,92275,10,1,3,1,1
31,Sales,Manager,PhD,98030,10,4,3,1,0
32,HR,Manager,High School,149348,19,4,2,0,0
30,Operations,Executive,High School,124828,18,3,2,1,0
52,Sales,Manager,Bachelor,179494,10,3,4,0,0
36,Finance,Executive,Master,43030,8,4,3,0,0
28,HR,Executive,Bachelor,191221,2,2,4,0,0
58,Operations,Senior,Bachelor,184671,14,1,2,0,1
32,IT,Executive,PhD,192062,13,2,1,1,1
44,Finance,Junior,Master,104025,17,2,1,0,0
48,Sales,Executive,High School,134709,15,2,4,0,0
28,HR,Junior,Master,151897,2,3,4,0,0
48,Operations,Manager,PhD,73294,17,2,2,0,1
56,HR,Manager,Bachelor,63456,19,1,3,0,0
46,Finance,Senior,Master,144045,4,1,4,0,0
28,IT,Senior,Master,105808,4,4,1,0,0
48,IT,Manager,Bachelor,35937,17,4,4,1,0
48,Finance,Senior,Bachelor,186969,4,3,1,1,0
57,Sales,Senior,Master,100436,9,4,4,1,0
56,HR,Senior,Bachelor,71247,4,4,2,1,0
47,Sales,Manager,High School,89817,18,4,2,1,1
37,Operations,Senior,Master,72318,13,2,4,1,0
29,Sales,Executive,Bachelor,147662,11,1,3,0,0
53,Finance,Manager,Bachelor,143720,12,3,2,0,0
40,IT,Junior,High School,193614,19,2,3,1,1
33,Finance,Executive,Master,38413,19,1,2,0,1
48,Finance,Junior,High School,22241,13,4,2,1,1
49,HR,Manager,PhD,111839,13,2,1,0,1
33,Finance,Junior,Bachelor,103718,13,3,2,0,0
55,Operations,Senior,Master,189917,12,4,1,1,0
26,HR,Junior,Bachelor,151217,6,4,3,0,0
38,HR,Executive,Bachelor,94074,13,3,4,1,0
25,Sales,Manager,PhD,131805,18,2,4,1,1
45,Finance,Manager,PhD,70913,0,3,4,1,0
22,Sales,Executive,Bachelor,91944,19,4,1,1,0
30,Sales,Manager,Master,24676,1,3,1,1,1
50,HR,Junior,Master,77274,15,2,1,1,1
25,Sales,Junior,Master,120986,17,2,3,1,1
53,Sales,Executive,PhD,20588,9,1,3,0,0
21,HR,Junior,High School,67778,4,4,1,0,0
38,HR,Junior,PhD,56227,13,2,1,0,1
52,IT,Manager,Master,147379,15,4,1,0,0
31,Finance,Executive,PhD,26765,3,1,1,0,1
41,IT,Senior,High School,104345,12,4,1,1,0
46,HR,Executive,PhD,162939,13,3,4,1,0
45,Operations,Senior,PhD,128444,3,2,1,1,1
42,Sales,Senior,Master,97597,10,4,3,1,0
47,Sales,Senior,PhD,193349,9,4,1,0,0
33,HR,Executive,High School,38414,3,3,1,0,0
53,Sales,Senior,PhD,168055,13,3,3,0,0
54,IT,Manager,Bachelor,189501,19,3,4,0,0
55,Sales,Junior,Master,56001,1,3,3,1,0
21,Operations,Executive,High School,121288,19,1,4,0,0
41,Finance,Executive,Bachelor,92470,17,3,2,1,0
26,IT,Executive,Master,127080,17,2,1,0,1
48,Finance,Manager,Master,190229,19,1,3,0,0
37,Finance,Junior,Bachelor,191247,4,2,4,0,0
25,Operations,Executive,PhD,181304,5,2,1,0,1
51,Operations,Senior,PhD,120143,17,2,1,0,1
25,Operations,Manager,High School,161771,17,3,4,0,0
58,Operations,Senior,Master,37901,7,4,1,0,0
23,IT,Executive,Master,30249,14,3,2,1,1
43,Operations,Senior,PhD,98582,7,2,4,0,0
57,IT,Junior,Bachelor,110095,16,1,3,0,0
57,Sales,Junior,Master,193225,2,1,4,0,0
30,Finance,Senior,Master,180695,18,1,3,1,0
30,Sales,Manager,Master,146941,16,4,2,0,0
39,Sales,Manager,PhD,35006,0,2,2,1,1
37,HR,Manager,Master,139858,1,2,2,1,1
41,Sales,Executive,Bachelor,184825,9,3,2,1,0
34,Sales,Junior,PhD,77613,1,4,4,1,0
29,HR,Manager,High School,159389,4,1,4,0,0
21,Sales,Junior,PhD,78396,10,1,3,1,0
33,HR,Manager,PhD,50254,6,2,3,0,0
24,IT,Manager,PhD,120240,16,2,3,0,0
21,Finance,Senior,Master,149304,18,4,2,1,0
52,Operations,Executive,PhD,196226,17,1,3,1,1
54,Sales,Manager,High School,166937,3,4,1,0,0
48,IT,Manager,Master,61769,10,2,1,1,1
51,Finance,Executive,Master,54210,15,2,4,1,0
28,IT,Senior,Bachelor,42329,3,2,3,0,0
59,HR,Manager,High School,36266,0,4,1,1,1
46,IT,Manager,High School,197924,4,2,2,1,1
54,Sales,Senior,Master,163447,14,2,3,1,1
23,Sales,Senior,High School,36439,15,2,2,1,1
32,Operations,Senior,PhD,117255,18,4,3,0,0
21,Operations,Senior,Bachelor,143070,17,2,3,1,0
25,Sales,Junior,High School,20409,12,1,2,0,1
50,IT,Manager,PhD,38478,12,2,1,0,1
50,Sales,Junior,Bachelor,157031,7,1,3,1,0
37,IT,Manager,High School,111364,10,3,4,1,0
43,Sales,Senior,Master,156068,18,1,1,1,1
35,Finance,Senior,Bachelor,32730,12,1,4,0,0
57,IT,Senior,High School,78144,5,3,4,0,0
41,HR,Manager,Master,167259,19,4,3,1,0
34,HR,Executive,Bachelor,85370,15,2,4,0,0
22,Operations,Manager,Master,95852,2,3,4,0,0
31,Finance,Senior,Bachelor,90888,16,2,3,0,0
59,HR,Executive,Bachelor,173684,4,2,1,1,1
58,Sales,Executive,Bachelor,93158,9,2,1,0,1
54,HR,Senior,Bachelor,108824,17,1,1,0,1
58,Sales,Executive,PhD,185524,7,3,3,1,0
54,Finance,Executive,Bachelor,118099,17,3,2,0,0
38,Operations,Senior,Bachelor,113291,11,4,2,1,0
50,HR,Manager,High School,162253,4,3,1,1,0
35,Operations,Executive,Master,87715,8,3,2,1,0
47,Finance,Senior,Master,107400,14,4,4,0,0
54,IT,Manager,Bachelor,163133,9,2,3,0,0
58,Finance,Manager,High School,130316,16,3,3,0,0
53,Finance,Executive,Bachelor,42871,3,2,1,1,1
44,Finance,Senior,Master,82422,12,1,3,0,0
35,IT,Junior,High School,149082,19,4,2,1,0
50,IT,Manager,PhD,51713,1,4,4,1,0
37,Finance,Manager,High School,84779,12,3,1,0,0
25,IT,Junior,Master,107703,9,2,1,0,0
49,Sales,Manager,Bachelor,88131,19,3,3,1,0
24,Finance,Junior,PhD,188632,0,2,1,0,1
30,HR,Manager,PhD,38308,14,1,3,0,0
37,Sales,Senior,Master,93450,11,4,2,1,0
30,Finance,Senior,Bachelor,110032,3,3,4,1,0
37,HR,Manager,High School,73348,7,1,3,0,0
40,HR,Junior,High School,44758,19,4,3,1,0
44,Operations,Manager,High School,114829,14,1,1,1,1
25,Operations,Executive,Master,153230,6,2,1,0,1
54,HR,Senior,Master,115992,11,2,1,0,1
26,Finance,Junior,Bachelor,126580,15,4,1,0,0
22,Finance,Senior,High School,22692,0,2,3,1,1
33,Finance,Manager,PhD,163540,11,2,2,1,1
31,Finance,Executive,High School,152115,4,3,4,0,0
43,HR,Senior,Bachelor,28314,8,2,3,1,1
36,IT,Executive,Bachelor,30389,8,3,1,1,1
51,IT,Manager,Bachelor,55858,6,2,1,1,1
31,Finance,Senior,Master,105506,18,4,1,1,1
36,Operations,Executive,Master,48713,6,2,1,1,1
28,HR,Senior,PhD,25516,1,4,2,0,1
24,IT,Manager,High School,127396,18,4,1,0,0
24,HR,Senior,Bachelor,97607,16,2,1,0,1
45,Operations,Junior,PhD,156679,6,4,4,1,0
23,HR,Manager,Master,119001,19,3,2,0,0
52,Operations,Junior,PhD,89615,11,1,3,0,0
23,Operations,Executive,PhD,180484,18,4,3,0,0
47,Sales,Executive,High School,111293,6,1,1,0,1
49,Operations,Executive,High School,183100,18,2,2,1,1
52,Sales,Junior,PhD,39303,9,2,2,1,1
39,Operations,Manager,PhD,116804,16,2,2,1,1
41,Operations,Junior,Bachelor,93442,18,1,3,1,0
25,HR,Executive,Master,82102,6,2,4,0,0
38,Sales,Manager,High School,118088,11,1,1,0,0
48,IT,Executive,PhD,184404,8,4,2,0,0
42,IT,Junior,High School,182755,18,4,2,0,0
41,HR,Junior,Bachelor,125037,2,3,4,0,0
26,IT,Manager,PhD,180576,9,3,2,0,0
21,IT,Senior,High School,89906,6,1,2,1,1
25,Operations,Executive,High School,132047,18,4,2,0,0
32,Finance,Senior,Master,97577,3,3,2,0,0
46,Finance,Manager,PhD,47226,5,2,4,1,1
54,IT,Manager,Master,49739,7,4,4,0,0
34,HR,Executive,PhD,150387,17,4,3,0,0
46,HR,Senior,PhD,120311,5,2,2,0,1
47,Sales,Manager,Master,133302,8,3,2,1,0
29,HR,Executive,High School,96165,0,1,4,1,1
46,HR,Senior,Master,174801,14,2,3,0,0
42,Operations,Executive,Master,67544,6,4,2,0,0
50,Operations,Junior,Master,142202,15,2,1,0,1
37,IT,Senior,Master,151404,14,1,3,1,0
46,HR,Manager,High School,66933,2,2,4,1,1
56,Finance,Manager,High School,65102,11,3,3,1,0
21,HR,Manager,Bachelor,161304,14,4,2,0,0
28,HR,Senior,PhD,116780,19,2,2,1,1
55,IT,Senior,Bachelor,85956,0,1,4,1,1
35,Finance,Executive,High School,195395,15,2,1,0,1
42,IT,Manager,PhD,190959,16,1,2,1,1
34,HR,Junior,High School,136378,2,2,3,1,0
46,Finance,Junior,PhD,73761,0,2,4,0,0
48,HR,Senior,High School,108536,5,4,3,1,0
43,IT,Junior,Master,92115,18,3,3,1,0
34,IT,Manager,PhD,154617,8,4,3,0,0
44,Operations,Senior,High School,155691,11,1,4,1,1
22,Finance,Senior,PhD,96816,5,4,1,0,0
46,Operations,Junior,High School,163705,13,3,4,0,0
34,Finance,Senior,Master,105628,16,4,2,1,1
27,Sales,Executive,Bachelor,123654,18,1,1,1,1
23,Finance,Junior,High School,197361,10,3,1,0,0
43,HR,Manager,High School,140283,1,4,2,1,1
38,Finance,Junior,PhD,158040,13,3,1,1,1
58,Operations,Senior,Bachelor,46397,12,3,4,0,0
55,IT,Senior,Master,123570,16,4,2,0,0
35,IT,Junior,High School,107736,11,3,2,0,0
45,Finance,Executive,High School,85381,3,1,2,0,1
57,Sales,Manager,PhD,196248,9,3,3,0,0
48,IT,Senior,High School,71102,9,4,4,0,0
30,IT,Manager,PhD,112600,15,2,4,0,0
59,IT,Junior,PhD,70626,9,1,4,1,1
37,Sales,Executive,PhD,181158,15,2,4,0,0
59,Operations,Junior,High School,106399,19,4,4,0,0
42,Finance,Executive,PhD,83224,19,4,2,0,0
46,Sales,Manager,PhD,40513,19,1,3,1,0
45,Finance,Manager,High School,86390,4,2,1,1,1
37,HR,Manager,Master,42279,0,1,4,1,1
33,Finance,Manager,High School,44596,10,4,2,0,0
40,IT,Senior,High School,41812,6,4,4,0,0
45,Sales,Executive,Bachelor,80529,19,1,4,1,1
24,Sales,Senior,Bachelor,182984,0,1,4,0,0
30,Operations,Junior,Master,28473,7,3,1,0,0
23,HR,Senior,PhD,110452,6,4,1,1,0
38,Operations,Senior,High School,166659,1,3,3,1,0
56,Operations,Junior,Bachelor,60576,14,4,2,1,0
42,HR,Junior,PhD,75806,18,2,1,1,1
54,IT,Senior,High School,184468,0,4,4,1,0
28,Sales,Junior,High School,170843,13,1,1,1,1
39,Finance,Junior,High School,135711,2,4,2,0,0
57,HR,Executive,Bachelor,175531,15,4,2,0,0
26,Operations,Executive,Master,37628,14,3,2,0,0
46,Finance,Junior,PhD,100586,13,1,2,1,1
54,HR,Senior,Master,60014,0,1,3,1,1
26,HR,Senior,High School,136345,16,4,2,1,0
57,IT,Executive,High School,24324,9,4,1,1,1
53,IT,Junior,Bachelor,56724,15,2,3,1,1
42,Sales,Executive,PhD,177773,3,3,2,0,0
41,Sales,Executive,High School,51148,6,2,4,1,0
26,Finance,Junior,High School,52852,8,2,1,1,1
26,Sales,Executive,PhD,80427,11,1,1,0,1
24,HR,Junior,High School,57633,14,2,2,0,1
50,HR,Junior,High School,172392,12,1,1,1,1
31,HR,Senior,High School,81879,0,2,4,1,1
50,HR,Executive,PhD,47237,12,1,4,1,0
51,IT,Junior,PhD,158729,4,3,1,0,0
44,HR,Junior,Bachelor,81939,19,3,4,1,0
29,HR,Senior,Master,184234,16,4,3,1,0
23,HR,Manager,Bachelor,100993,0,1,4,0,0
51,Operations,Senior,High School,103800,6,1,3,1,0
57,Finance,Executive,Bachelor,113355,17,1,3,0,0
56,Finance,Senior,Master,184997,15,4,4,0,0
44,HR,Executive,PhD,81135,8,4,1,0,0
51,HR,Manager,High School,96897,12,2,3,0,0
26,Finance,Executive,High School,132405,12,1,3,1,0
22,Sales,Executive,Bachelor,68395,19,3,4,1,0
40,Operations,Executive,High School,135924,15,4,3,0,0
48,Operations,Executive,Bachelor,155422,15,2,3,1,0
31,Sales,Senior,Master,180326,17,3,2,0,0
24,HR,Executive,PhD,32975,19,4,3,0,0
35,Finance,Manager,High School,42806,7,1,4,0,0
26,Operations,Junior,Master,99338,14,4,1,0,0
50,Sales,Senior,PhD,190253,15,1,4,0,0
58,Sales,Executive,High School,50580,7,3,2,0,0
22,IT,Manager,PhD,56609,7,3,2,1,0
35,Sales,Senior,Bachelor,193115,13,3,3,1,0
31,IT,Senior,PhD,121144,4,1,3,0,0
28,IT,Executive,High School,37463,18,4,2,1,1
46,Operations,Manager,PhD,88587,1,4,4,1,0
25,HR,Senior,Bachelor,72544,7,3,4,1,0
26,HR,Executive,Bachelor,173408,2,4,1,0,0
46,Sales,Junior,Bachelor,184975,12,3,2,1,0
24,Finance,Executive,Bachelor,52481,0,3,4,1,0
39,Finance,Manager,Master,153673,9,1,3,0,0
40,IT,Junior,Bachelor,77674,10,3,3,1,0
53,Sales,Executive,Master,20574,13,1,4,1,1
40,Sales,Manager,PhD,78542,18,4,1,1,0
32,HR,Senior,Master,188315,19,3,4,0,0
21,Finance,Junior,High School,61804,5,4,2,1,0
46,Operations,Senior,Bachelor,62968,9,1,2,0,1
34,Sales,Executive,High School,156026,12,3,2,0,0
58,Sales,Manager,PhD,53622,7,2,4,1,1
57,HR,Senior,Master,173144,17,1,2,1,1
31,Operations,Manager,High School,184125,8,1,4,0,0
56,Operations,Senior,Bachelor,140389,6,1,1,0,1
33,Operations,Manager,Bachelor,192696,3,2,4,1,1
23,Operations,Senior,High School,98822,19,1,3,0,0
53,Finance,Manager,PhD,55534,17,1,4,1,1
26,IT,Senior,Master,157213,3,1,3,1,0
30,Operations,Executive,PhD,159595,3,3,1,0,0
25,IT,Manager,Master,32863,5,1,3,0,0
43,IT,Executive,High School,71786,2,2,2,1,1
30,HR,Senior,High School,114060,7,1,2,0,1
22,Operations,Manager,High School,134550,4,2,1,0,1
33,Finance,Senior,High School,198771,14,4,1,1,0
22,HR,Senior,Bachelor,81150,5,2,1,0,1
40,HR,Executive,PhD,65124,0,3,4,0,0
21,IT,Executive,Bachelor,81218,17,4,4,0,0
57,Sales,Executive,Master,23947,5,4,1,0,1
29,Finance,Senior,PhD,122036,10,2,1,1,1
37,Operations,Executive,PhD,118093,15,1,1,0,1
29,Operations,Executive,Bachelor,38886,17,4,2,1,1
31,Finance,Manager,PhD,198236,13,4,3,0,0
35,Operations,Manager,High School,141590,7,2,4,1,0
44,Sales,Executive,Master,61651,15,1,2,0,1
58,Sales,Junior,Bachelor,93227,17,3,4,0,0
55,Operations,Executive,High School,77361,3,1,2,0,1
50,HR,Executive,Bachelor,176529,10,4,1,0,0
51,Operations,Executive,Master,131127,19,3,1,0,0
25,Operations,Junior,High School,21884,11,1,4,1,1
34,Finance,Senior,Bachelor,92613,14,1,1,1,1
31,Sales,Senior,Bachelor,113504,14,1,4,1,0
29,HR,Junior,High School,128482,5,1,3,1,1
54,Finance,Manager,High School,115584,0,1,1,0,1
32,Finance,Junior,Bachelor,99259,3,4,1,0,0
55,HR,Executive,PhD,184259,2,4,2,1,0
55,HR,Junior,PhD,107210,7,1,1,0,1
21,Finance,Manager,High School,30479,7,4,4,1,0
42,Operations,Senior,High School,99002,18,2,4,0,0
49,HR,Executive,High School,51315,10,1,4,0,0
28,IT,Executive,High School,35679,8,4,2,1,1
31,HR,Senior,PhD,119476,18,3,4,1,0
57,Finance,Junior,PhD,134249,2,4,2,0,0
34,IT,Manager,Bachelor,65606,4,3,3,0,0
50,Finance,Senior,Bachelor,159322,17,2,3,0,0
55,Sales,Manager,Master,51376,14,2,1,1,1
41,Sales,Executive,Master,197881,14,4,2,0,0
57,Operations,Senior,PhD,168412,1,4,4,0,0
25,HR,Junior,High School,99292,7,3,2,0,0
39,Finance,Senior,High School,29274,2,3,4,1,0
34,IT,Senior,Master,23848,0,1,4,1,1
46,HR,Executive,Bachelor,64959,1,4,2,1,1
24,Operations,Executive,Bachelor,171521,18,3,2,0,0
45,Finance,Manager,PhD,55719,16,4,2,0,0
45,Finance,Executive,High School,69248,3,1,2,0,1
38,Sales,Executive,Bachelor,185123,13,1,2,0,1
28,Operations,Manager,PhD,87821,4,4,2,0,0
59,Finance,Senior,Bachelor,43913,4,3,1,1,0
34,Sales,Senior,High School,80287,19,2,1,0,1
52,Sales,Executive,Master,98351,10,1,1,1,1
58,IT,Junior,PhD,65142,7,3,3,0,0
53,Operations,Junior,Bachelor,180496,9,2,4,0,0
43,Operations,Senior,PhD,147385,6,2,3,1,1
35,Finance,Manager,Master,139857,14,3,4,0,0
53,IT,Senior,High School,81966,16,4,2,1,0
45,HR,Executive,Bachelor,146967,13,4,1,0,0
37,Finance,Manager,Bachelor,106411,2,1,4,1,1
53,Sales,Senior,PhD,92062,2,1,3,1,0
22,HR,Senior,Master,132906,14,3,4,0,0
34,HR,Senior,PhD,125358,8,3,1,0,0
59,Finance,Junior,Master,140459,1,1,4,1,1
26,IT,Junior,High School,85522,9,4,2,1,0
26,Operations,Manager,Master,52951,2,3,2,0,0
23,IT,Manager,High School,66227,14,3,4,0,0
27,Finance,Manager,Bachelor,37784,7,2,2,1,1
28,Operations,Junior,High School,121592,0,1,4,1,1
35,HR,Manager,Bachelor,175005,12,2,1,1,1
49,Sales,Senior,PhD,139095,8,4,1,0,0
53,IT,Executive,Master,84458,10,1,2,0,1
50,Operations,Executive,PhD,181784,9,2,3,1,0
59,IT,Senior,Bachelor,119065,18,3,1,1,0
47,Operations,Senior,High School,63262,1,2,3,1,1
56,Sales,Manager,Master,183515,6,3,1,0,0
49,Finance,Executive,PhD,158740,14,2,1,1,1
58,Finance,Manager,High School,149405,9,1,1,1,1
53,Operations,Manager,High School,91993,11,2,3,0,0
57,Operations,Junior,High School,102297,2,1,1,1,1
47,Finance,Senior,High School,156238,12,3,2,0,0
53,HR,Manager,Bachelor,137696,5,3,4,1,0
24,HR,Senior,PhD,182299,0,4,4,0,0
42,HR,Executive,High School,170650,9,2,1,0,1
22,Sales,Executive,PhD,161935,17,2,1,1,1
30,Operations,Manager,High School,52626,11,3,3,0,0
25,IT,Junior,Bachelor,77942,4,4,1,0,0
30,IT,Manager,PhD,60395,4,2,4,1,1
53,Operations,Executive,High School,114201,7,3,2,0,0
58,Finance,Executive,PhD,129149,15,1,2,0,0
33,Operations,Junior,Master,81082,7,4,3,0,0
51,HR,Executive,Master,195809,1,3,3,1,0
56,HR,Junior,High School,189338,6,3,4,0,0
44,IT,Senior,Bachelor,66361,11,2,1,0,1
35,Operations,Junior,Bachelor,95428,0,4,4,1,0
49,IT,Junior,PhD,37078,16,1,4,1,1
28,Finance,Junior,High School,167121,16,2,4,0,0
25,Sales,Senior,PhD,138900,5,3,1,1,0
49,Sales,Junior,PhD,91166,5,2,1,1,1
24,Finance,Manager,Bachelor,138203,2,4,1,0,0
32,HR,Manager,Master,44267,11,2,2,1,1
22,HR,Manager,High School,189734,15,1,1,0,0
47,HR,Manager,Bachelor,122390,11,2,2,1,1
51,IT,Junior,Master,104978,8,3,3,1,0
56,IT,Executive,High School,183335,13,1,3,0,0
56,Sales,Junior,Master,63478,10,1,2,1,1
46,HR,Manager,High School,98030,1,3,4,1,0
47,HR,Junior,PhD,135438,16,1,1,0,1
25,Finance,Junior,High School,90288,5,2,4,1,0
40,Sales,Manager,High School,147507,9,4,2,1,0
31,IT,Junior,Bachelor,29003,17,3,1,1,1
30,Sales,Manager,Bachelor,148234,2,1,1,0,1
58,HR,Executive,Master,119126,10,2,4,0,0
26,HR,Manager,High School,82633,18,4,1,1,0
28,IT,Manager,High School,74409,0,3,3,0,0
43,IT,Executive,Master,132316,5,4,1,1,1
46,Sales,Senior,Bachelor,163280,17,2,3,1,0
32,Operations,Manager,High School,95126,2,1,4,0,0
46,HR,Manager,PhD,66685,14,1,3,0,0
33,HR,Senior,High School,196117,3,3,1,0,0
38,Operations,Senior,Master,49254,1,1,3,1,1
45,Sales,Manager,Master,179386,2,4,1,0,0
53,Finance,Manager,High School,146199,14,3,4,0,0
32,Finance,Senior,High School,184868,18,2,3,1,0
56,HR,Manager,Bachelor,54097,6,3,2,0,0
24,Finance,Manager,Master,55708,8,2,1,1,1
25,Sales,Senior,Bachelor,108747,13,1,1,1,1
57,Finance,Executive,Bachelor,41886,2,2,1,1,1
28,IT,Senior,Master,44528,7,4,1,1,1
48,Sales,Senior,Bachelor,79307,16,2,4,0,0
51,Operations,Executive,Bachelor,161087,8,2,4,1,0
29,HR,Junior,High School,94879,17,1,3,1,1
49,Sales,Manager,Master,172694,12,3,3,1,0
34,Finance,Manager,PhD,99930,9,2,1,1,1
42,Sales,Manager,PhD,144492,14,2,3,1,1
31,Operations,Executive,PhD,114076,15,1,1,0,1
43,Sales,Senior,High School,171931,16,1,2,1,1
21,Operations,Junior,PhD,50903,15,2,1,0,1
57,Operations,Executive,High School,126042,18,3,4,0,0
41,Sales,Junior,PhD,32835,3,1,4,1,1
46,HR,Executive,PhD,24879,5,4,1,1,1
56,HR,Senior,PhD,161137,5,2,3,0,0
43,Finance,Junior,High School,93758,17,2,2,1,1
21,Sales,Senior,Bachelor,68775,12,2,1,0,1
35,Sales,Senior,Master,175842,19,4,2,0,0
41,IT,Executive,Master,129603,3,4,4,1,0
29,HR,Junior,Master,98589,11,3,1,1,0
29,Operations,Junior,High School,59252,10,4,4,1,0
30,IT,Junior,Bachelor,179541,13,3,1,0,0
46,Sales,Senior,Master,55008,15,2,2,1,1
55,IT,Junior,High School,107507,11,2,3,0,0
45,HR,Manager,High School,72785,13,1,1,1,1
46,Sales,Senior,High School,135633,15,3,4,1,0
31,HR,Executive,Bachelor,83685,2,2,1,1,1
58,IT,Senior,PhD,46574,17,1,1,1,1
22,Finance,Manager,PhD,25474,13,4,3,1,0
27,Operations,Executive,High School,168137,9,4,3,0,0
38,Operations,Senior,Bachelor,165165,19,1,3,0,0
47,Finance,Senior,High School,147780,6,4,3,1,0
54,Finance,Senior,PhD,73951,2,4,1,0,0
47,Finance,Manager,Bachelor,194601,6,2,1,1,1
37,HR,Senior,High School,33524,18,4,4,0,0
44,Sales,Senior,Bachelor,34789,15,3,4,1,0
45,Finance,Executive,Master,193191,7,4,4,0,0
27,HR,Manager,PhD,95973,5,3,4,1,0
26,IT,Senior,Master,117418,16,4,2,1,0
44,IT,Executive,PhD,28390,13,3,1,1,1
53,Finance,Manager,Master,48889,12,3,1,0,0
49,IT,Executive,Bachelor,132967,16,4,2,0,0
42,Finance,Manager,High School,72264,13,2,1,1,1
46,IT,Executive,Bachelor,171807,17,1,3,0,0
48,IT,Executive,PhD,51146,2,1,2,0,1
41,Sales,Senior,High School,65203,18,2,4,0,0
27,Sales,Executive,Master,66156,2,4,1,1,0
37,IT,Manager,Bachelor,144035,9,1,2,0,1
40,Sales,Manager,High School,168311,13,3,2,0,0
40,Finance,Manager,Master,67172,2,2,2,0,1
42,Operations,Junior,Master,32572,8,3,4,1,0
48,Finance,Senior,High School,114165,19,4,3,0,0
27,Sales,Senior,High School,173165,3,1,3,1,1
21,HR,Junior,High School,43619,16,4,1,1,0
52,IT,Manager,Bachelor,144857,8,1,2,1,1
33,Sales,Executive,Master,34144,5,1,1,1,1
50,Sales,Manager,PhD,96259,18,4,1,1,0
43,Sales,Executive,High School,197979,16,1,2,1,1
39,Finance,Executive,Master,29822,5,3,1,0,0
52,IT,Executive,PhD,107828,19,1,4,1,0
50,Operations,Executive,Bachelor,156811,19,4,1,1,1
49,Sales,Executive,Master,44886,8,1,3,0,0
49,HR,Junior,PhD,36144,17,4,4,0,0
50,IT,Manager,PhD,196378,15,4,1,1,0
36,Operations,Manager,Bachelor,140583,1,3,2,0,0
39,HR,Senior,Master,166346,12,4,3,1,0
38,Operations,Manager,Bachelor,137664,5,2,3,0,0
21,Operations,Executive,Master,22963,2,2,4,0,1
34,IT,Manager,Bachelor,38122,0,3,2,1,1
22,Finance,Junior,High School,36323,19,3,3,1,0
48,HR,Executive,PhD,154233,3,1,1,1,1
50,Sales,Junior,High School,175262,4,1,1,1,1
58,Operations,Senior,Bachelor,24263,8,1,1,1,1
24,HR,Manager,Master,190059,15,4,4,0,0
21,IT,Manager,Bachelor,38577,17,3,1,1,1
28,HR,Junior,PhD,190296,9,1,1,1,1
49,Sales,Manager,High School,79350,19,4,4,0,0
59,Sales,Executive,PhD,60749,13,2,2,1,1
